# text = vascular membrane that lines the inner surface of long bones
# id = 05319144-n-1
# type = def
1	vascular	wf	JJ	vascular%3	vascular%3:01:00::	auto	0:8
# id = 05398609-n-2
# type = ex
1	digestive	wf	_	digestive%1|digestive%3	_	un	0:9
2	juices	wf	_	juice%1	juice%1:08:00::	auto	10:16

# text = liquid found between the cells of the body that provides much of the liquid environment of the body
# id = 05398298-n-1
# type = def
1	liquid	wf	NN	liquid%1|liquid%3	liquid%1:27:04::|liquid%1:27:00::	man	0:6
2	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	7:12
3	between	wf	IN	between%4	_	un	13:20
4	the	wf	DT	the	_	ignore	21:24
5	cells	wf	NNS	cell%1	cell%1:03:00::	man	25:30
6	of	wf	IN	of	_	ignore	31:33
7	the	wf	DT	the	_	ignore	34:37
8	body	wf	NN	body%1|body%2	body%1:08:00::	man	38:42
9	that	wf	WDT	that	_	ignore	43:47
10	provides	wf	VBZ	provide%2	_	un	48:56
11	much	wf	RB	much%1|much%3|much%4	_	un	57:61
12	of	wf	IN	of	_	ignore	62:64
13	the	wf	DT	the	_	ignore	65:68
14	liquid	wf	JJ	liquid%1|liquid%3	liquid%3:00:00::	man	69:75
15	environment	wf	NN	environment%1	environment%1:26:00::	man	76:87
16	of	wf	IN	of	_	ignore	88:90
17	the	wf	DT	the	_	ignore	91:94
18	body	wf	NN	body%1|body%2	body%1:08:00::	man	95:99

# text = produced by mammary glands of female mammals for feeding their young
# id = 05399034-n-1
# type = def
1	produced	wf	VBN	produce%2	produce%2:36:03::	man	0:8
2	by	wf	IN	by	_	ignore	9:11
3	_	glob|b	_	mammary_gland%1	mammary_gland%1:08:00::	auto	_
4	mammary	cf|b	JJ	mammary%3	_	un	12:19
5	glands	cf|b	NNS	gland%1	_	un	20:26
6	of	wf	IN	of	_	ignore	27:29
7	_	glob|a	_	female_mammal%1	female_mammal%1:05:00::	auto	_
8	female	cf|a	JJ	female%1|female%3	_	un	30:36
9	mammals	cf|a	NNS	mammal%1	_	un	37:44
10	for	wf	IN	for	_	ignore	45:48
11	feeding	wf	VBG	feeding%1|feed%2	feed%2:34:01::	man	49:56
12	their	wf	PRP$	their	_	ignore	57:62
13	young	wf	NN	young%1|young%3	young%1:05:00::	man	63:68

# text = the fluid-filled cavity that surrounds the developing embryo
# id = 05399486-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	4:9
3	filled	wf	VBN	fill%2|filled%3	_	un	10:16
4	cavity	wf	NN	cavity%1	cavity%1:08:00::	man	17:23
5	that	wf	WDT	that	_	ignore	24:28
6	surrounds	wf	VBZ	surround%1|surround%2	_	un	29:38
7	the	wf	DT	the	_	ignore	39:42
8	developing	wf	JJ	developing%1|develop%2|developing%3	_	un	43:53
9	embryo	wf	NN	embryo%1	embryo%1:05:00::	man	54:60

# text = liquid containing proteins and electrolytes including the liquid in blood plasma and interstitial fluid; 
# id = 05398023-n-1
# type = def
1	liquid	wf	NN	liquid%1|liquid%3	liquid%1:27:04::|liquid%1:27:00::	man	0:6
2	containing	wf	VBG	contain%2	_	un	7:17
3	proteins	wf	NNS	protein%1	protein%1:27:00::	auto	18:26
4	and	wf	CC	and	_	ignore	27:30
5	electrolytes	wf	NN	electrolyte%1	electrolyte%1:27:00::	auto	31:43
6	including	wf	VBG	include%2	_	un	44:53
7	the	wf	DT	the	_	ignore	54:57
8	liquid	wf	NN	liquid%1|liquid%3	liquid%1:27:00::|liquid%1:27:04::	man	58:64
9	in	wf	IN	in	_	ignore	65:67
10	_	glob|b	_	blood_plasma%1	blood_plasma%1:08:00::	auto	_
11	blood	cf|b	NN	blood%1|blood%2	_	un	68:73
12	plasma	cf|b	NN	plasma%1	_	un	74:80
13	and	wf	CC	and	_	ignore	81:84
14	_	glob|a	_	interstitial_fluid%1	interstitial_fluid%1:08:00::	auto	_
15	interstitial	cf|a	JJ	interstitial%3	_	un	85:97
16	fluid	cf|a	NN	fluid%1|fluid%3	_	un	98:103
17	;	wf	punc	_	_	ignore	103:104

# text = the body normally has about 15 quarts of extracellular fluid
# id = 05398023-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	body	wf	_	body%1|body%2	_	un	4:8
3	normally	wf	_	normally%4	_	un	9:17
4	has	wf	_	have%2	_	un	18:21
5	about	wf	_	about%3|about%4	_	un	22:27
6	15	wf	_	15	_	ignore	28:30
7	quarts	wf	_	quart%1	_	un	31:37
8	of	wf	_	of	_	ignore	38:40
9	_	glob|c	_	extracellular_fluid%1	extracellular_fluid%1:08:00::	auto	_
10	extracellular	cf|c	_	extracellular%3	_	un	41:54
11	fluid	cf|c	_	fluid%1|fluid%3	_	un	55:60

# text = milky fluid secreted for the first day or two after parturition
# id = 05399356-n-1
# type = def
1	milky	wf	JJ	milky%3	milky%5:00:00:opaque:00	auto	0:5
2	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	6:11
3	secreted	wf	VBN	secrete%2	secrete%2:29:00::	man	12:20
4	for	wf	IN	for	_	ignore	21:24
5	the	wf	DT	the	_	ignore	25:28
6	first	wf	JJ	first%1|first%3|first%4	_	un	29:34
7	day	wf	NN	day%1	day%1:28:00::	man	35:38
8	or	wf	CC	or	_	ignore	39:41
9	two	wf	CD	two	_	ignore	42:45
10	after	wf	IN	after%3|after%4	_	un	46:51
11	parturition	wf	NN	parturition%1	parturition%1:22:00::	auto	52:63

# text = a milky substance found in certain cancerous growths
# id = 05398760-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	milky	wf	JJ	milky%3	milky%5:00:00:opaque:00	auto	2:7
3	substance	wf	NN	substance%1	_	un	8:17
4	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	18:23
5	in	wf	IN	in	_	ignore	24:26
6	certain	wf	JJ	certain%3	_	un	27:34
7	cancerous	wf	JJ	cancerous%3	cancerous%5:00:00:malignant:02	man	35:44
8	growths	wf	NN	growth%1	growth%1:26:00::	man	45:52

# text = the blood group whose red cells carry the A antigen
# id = 05400860-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	whose	wf	WP$	whose	_	ignore	16:21
6	red	wf	JJ	red%1|red%3	_	un	22:25
7	cells	wf	NNS	cell%1	cell%1:03:00::	man	26:31
8	carry	wf	VBP	carry%1|carry%2	carry%2:42:13::	man	32:37
9	the	wf	DT	the	_	ignore	38:41
10	A	wf	NNP	A%1	_	un	42:43
11	antigen	wf	NN	antigen%1	antigen%1:27:00::	auto	44:51

# text = a clear liquid in the cell nucleus in which the nucleolus and chromatin and other structures are dispersed
# id = 05398871-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	clear	wf	JJ	clear%1|clear%2|clear%3|clear%4	_	un	2:7
3	liquid	wf	NN	liquid%1|liquid%3	liquid%1:27:04::|liquid%1:27:00::	man	8:14
4	in	wf	IN	in	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	_	glob|a	_	cell_nucleus%1	cell_nucleus%1:08:00::	auto	_
7	cell	cf|a	NN	cell%1	_	un	22:26
8	nucleus	cf|a	NN	nucleus%1	_	un	27:34
9	in	wf	IN	in	_	ignore	35:37
10	which	wf	WDT	which	_	ignore	38:43
11	the	wf	DT	the	_	ignore	44:47
12	nucleolus	wf	NN	nucleolus%1	nucleolus%1:08:00::	auto	48:57
13	and	wf	CC	and	_	ignore	58:61
14	chromatin	wf	NN	chromatin%1	chromatin%1:08:00::	auto	62:71
15	and	wf	CC	and	_	ignore	72:75
16	other	wf	JJ	other%3	_	un	76:81
17	structures	wf	NNS	structure%1|structure%2	structure%1:08:00::	man	82:92
18	are	wf	VBP	are%1|be%2	_	un	93:96
19	dispersed	wf	VBN	disperse%2|dispersed%3	disperse%2:30:00::	man	97:106

# text = the serous fluid in which the embryo is suspended inside the amnion; 
# id = 05399627-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	serous	wf	JJ	serous%3	serous%3:01:00::	auto	4:10
3	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	11:16
4	in	wf	IN	in	_	ignore	17:19
5	which	wf	WDT	which	_	ignore	20:25
6	the	wf	DT	the	_	ignore	26:29
7	embryo	wf	NN	embryo%1	embryo%1:05:00::	man	30:36
8	is	wf	VBZ	i%1|be%2	_	un	37:39
9	suspended	wf	VBN	suspend%2|suspended%3	suspend%2:35:00::	man	40:49
10	inside	wf	IN	inside%1|inside%3|inside%4	_	un	50:56
11	the	wf	DT	the	_	ignore	57:60
12	amnion	wf	NN	amnion%1	amnion%1:05:00::	auto	61:67
13	;	wf	punc	_	_	ignore	67:68

# text = before a woman gives birth her waters break
# id = 05399627-n-2
# type = ex
1	before	wf	_	before%4	_	un	0:6
2	a	wf	_	a	_	ignore	7:8
3	woman	wf	_	woman%1	_	un	9:14
4	gives	wf	_	give%1|give%2	_	un	15:20
5	birth	wf	_	birth%1|birth%2	_	un	21:26
6	her	wf	_	her	_	ignore	27:30
7	waters	wf	_	water%1|waters%1|water%2	waters%1:08:00::	auto	31:37
8	break	wf	_	break%1|break%2	_	un	38:43

# text = blood found in arteries; 
# id = 05400445-n-1
# type = def
1	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	0:5
2	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	6:11
3	in	wf	IN	in	_	ignore	12:14
4	arteries	wf	NNS	artery%1	artery%1:08:00::	man	15:23
5	;	wf	punc	_	_	ignore	23:24

# text = except for the pulmonary artery the arterial blood is rich in oxygen
# id = 05400445-n-2
# type = ex
1	except	wf	_	except%2	_	ignore	0:6
2	for	wf	_	for	_	ignore	7:10
3	the	wf	_	the	_	ignore	11:14
4	pulmonary	wf	_	pulmonary%3	_	un	15:24
5	artery	wf	_	artery%1	_	un	25:31
6	the	wf	_	the	_	ignore	32:35
7	_	glob|a	_	arterial_blood%1	arterial_blood%1:08:00::	auto	_
8	arterial	cf|a	_	arterial%3	_	un	36:44
9	blood	cf|a	_	blood%1|blood%2	_	un	45:50
10	is	wf	_	i%1|be%2	_	un	51:53
11	rich	wf	_	rich%1|rich%3	_	un	54:58
12	in	wf	_	in	_	ignore	59:61
13	oxygen	wf	_	oxygen%1	_	un	62:68

# text = the blood group whose red cells carry the B antigen
# id = 05400978-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	whose	wf	WP$	whose	_	ignore	16:21
6	red	wf	JJ	red%1|red%3	_	un	22:25
7	cells	wf	NNS	cell%1	cell%1:03:00::	man	26:31
8	carry	wf	VBP	carry%1|carry%2	carry%2:42:13::	man	32:37
9	the	wf	DT	the	_	ignore	38:41
10	B	wf	NNP	B%1	_	un	42:43
11	antigen	wf	NN	antigen%1	antigen%1:27:00::	auto	44:51

# text = coagulated blood from a wound
# id = 05401753-n-1
# type = def
1	coagulated	wf	JJ	coagulate%2|coagulated%3	coagulated%5:00:00:thick:02	man	0:10
2	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	11:16
3	from	wf	IN	from	_	ignore	17:21
4	a	wf	DT	a	_	ignore	22:23
5	wound	wf	NN	wound%1|wind%2|wound%2|wound%3	wound%1:26:00::|wound%1:11:00::	man	24:29

# text = human blood cells (usually just the red blood cells) that have the same antigens
# id = 05400601-n-1
# type = def
1	human	wf	JJ	human%1|human%3	_	un	0:5
2	_	glob|a	_	blood_cell%1	blood_cell%1:08:00::	auto	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	6:11
4	cells	cf|a	NNS	cell%1	_	un	12:17
5	(	wf	punc	_	_	ignore	18:19
6	usually	wf	RB	usually%4	usually%4:02:00::	auto	19:26
7	just	wf	RB	just%3|just%4	_	un	27:31
8	the	wf	DT	the	_	ignore	32:35
9	_	glob|b	_	red_blood_cell%1	red_blood_cell%1:08:00::	auto	_
10	red	cf|b	JJ	red%1|red%3	_	un	36:39
11	blood	cf|b	NN	blood%1|blood%2	_	un	40:45
12	cells	cf|b	NNS	cell%1	_	un	46:51
13	)	wf	punc	_	_	ignore	51:52
14	that	wf	WDT	that	_	ignore	53:57
15	have	wf	VBP	have%1|have%2	_	un	58:62
16	the	wf	DT	the	_	ignore	63:66
17	same	wf	JJ	same%3	_	un	67:71
18	antigens	wf	NNS	antigen%1	antigen%1:27:00::	auto	72:80

# text = the blood group whose red cells carry both the A and B antigens
# id = 05401096-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	whose	wf	WP$	whose	_	ignore	16:21
6	red	wf	JJ	red%1|red%3	_	un	22:25
7	cells	wf	NNS	cell%1	cell%1:03:00::	man	26:31
8	carry	wf	VBP	carry%1|carry%2	carry%2:42:13::	man	32:37
9	both	wf	RB	both%3	both%5:00:00:some:00	auto	38:42
10	the	wf	DT	the	_	ignore	43:46
11	A	wf	NNP	A%1	_	un	47:48
12	and	wf	CC	and	_	ignore	49:52
13	B	wf	NNP	B%1	_	un	53:54
14	antigens	wf	NNS	antigen%1	antigen%1:27:00::	auto	55:63

# text = the blood considered as the seat of vitality
# id = 05401851-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	4:9
3	considered	wf	VBN	consider%2|considered%3	_	un	10:20
4	as	wf	IN	as	_	ignore	21:23
5	the	wf	DT	the	_	ignore	24:27
6	seat	wf	NN	seat%1|seat%2	_	un	28:32
7	of	wf	IN	of	_	ignore	33:35
8	vitality	wf	NN	vitality%1	vitality%1:26:00::	man	36:44

# text = the blood flowing through the circulatory system
# id = 05401951-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	4:9
3	flowing	wf	VBG	flowing%1|flow%2|flowing%3	_	un	10:17
4	through	wf	IN	through%3|through%4	_	un	18:25
5	the	wf	DT	the	_	ignore	26:29
6	_	glob|a	_	circulatory_system%1	circulatory_system%1:08:00::	auto	_
7	circulatory	cf|a	JJ	circulatory%3	_	un	30:41
8	system	cf|a	NN	system%1	_	un	42:48

# text = the blood group whose red cells lack the Rh factor (Rh antigen)
# id = 05401587-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	whose	wf	WP$	whose	_	ignore	16:21
6	red	wf	JJ	red%1|red%3	_	un	22:25
7	cells	wf	NNS	cell%1	cell%1:03:00::	man	26:31
8	lack	wf	VBP	lack%1|lack%2	lack%2:42:00::	man	32:36
9	the	wf	DT	the	_	ignore	37:40
10	_	glob|b	_	Rh_factor%1	rh_factor%1:27:00::	auto	_
11	Rh	cf|b	NNP	Rh%1	_	un	41:43
12	factor	cf|b	NN	factor%1|factor%2	_	un	44:50
13	(	wf	punc	_	_	ignore	51:52
14	Rh	wf	NNP	Rh%1	rh%1:27:01::	man	52:54
15	antigen	wf	NN	antigen%1	antigen%1:27:00::	auto	55:62
16	)	wf	punc	_	_	ignore	62:63

# text = a lump of material formed from the content of a liquid
# id = 05402091-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	lump	wf	NN	lump%1|lump%2	lump%1:14:00::	man	2:6
3	of	wf	IN	of	_	ignore	7:9
4	material	wf	NN	material%1|material%3	material%1:27:00::	man	10:18
5	formed	wf	VBN	form%2|formed%3	form%2:42:00::	man	19:25
6	from	wf	IN	from	_	ignore	26:30
7	the	wf	DT	the	_	ignore	31:34
8	content	wf	NN	content%1|content%2|content%3	_	un	35:42
9	of	wf	IN	of	_	ignore	43:45
10	a	wf	DT	a	_	ignore	46:47
11	liquid	wf	NN	liquid%1|liquid%3	liquid%1:27:00::|liquid%1:27:04::	man	48:54

# text = the blood group (approximately 85% of people) whose red cells have the Rh factor (Rh antigen)
# id = 05401411-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	(	wf	punc	_	_	ignore	16:17
6	approximately	wf	RB	approximately%4	approximately%4:02:00::	auto	17:30
7	85%	wf	CD	85%	_	ignore	31:34
8	of	wf	IN	of	_	ignore	35:37
9	people	wf	NNS	people%1|people%2	_	un	38:44
10	)	wf	punc	_	_	ignore	44:45
11	whose	wf	WP$	whose	_	ignore	46:51
12	red	wf	JJ	red%1|red%3	_	un	52:55
13	cells	wf	NNS	cell%1	cell%1:03:00::	man	56:61
14	have	wf	VBP	have%1|have%2	_	un	62:66
15	the	wf	DT	the	_	ignore	67:70
16	_	glob|b	_	Rh_factor%1	rh_factor%1:27:00::	auto	_
17	Rh	cf|b	NNP	Rh%1	_	un	71:73
18	factor	cf|b	NN	factor%1|factor%2	_	un	74:80
19	(	wf	punc	_	_	ignore	81:82
20	Rh	wf	NNP	Rh%1	rh%1:27:01::	man	82:84
21	antigen	wf	NN	antigen%1	antigen%1:27:00::	auto	85:92
22	)	wf	punc	_	_	ignore	92:93

# text = the blood group whose red cells carry neither the A nor B antigens; 
# id = 05401229-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	_	glob|a	_	blood_group%1	_	un	_
3	blood	cf|a	NN	blood%1|blood%2	_	un	4:9
4	group	cf|a	NN	group%1|group%2	_	un	10:15
5	whose	wf	WP$	whose	_	ignore	16:21
6	red	wf	JJ	red%1|red%3	_	un	22:25
7	cells	wf	NNS	cell%1	cell%1:03:00::	man	26:31
8	carry	wf	VBP	carry%1|carry%2	carry%2:42:13::	man	32:37
9	neither	wf	CC	neither	_	ignore	38:45
10	the	wf	DT	the	_	ignore	46:49
11	A	wf	NNP	A%1	_	un	50:51
12	nor	wf	CC	nor	_	ignore	52:55
13	B	wf	NNP	B%1	_	un	56:57
14	antigens	wf	NNS	antigen%1	antigen%1:27:00::	auto	58:66
15	;	wf	punc	_	_	ignore	66:67

# text = people with type O blood are universal donors
# id = 05401229-n-2
# type = ex
1	people	wf	_	people%1|people%2	_	un	0:6
2	with	wf	_	with	_	ignore	7:11
3	_	glob|b	_	type_O%1	type_o%1:08:00::	auto	_
4	type	cf|b	_	type%1|type%2	_	un	12:16
5	O	cf|b	_	O%1	_	un	17:18
6	blood	wf	_	blood%1|blood%2	_	un	19:24
7	are	wf	_	are%1|be%2	_	un	25:28
8	universal	wf	_	universal%1|universal%3	_	un	29:38
9	donors	wf	_	donor%1	_	un	39:45

# text = blood obtained from the umbilical cord at birth
# id = 05402472-n-1
# type = def
1	blood	wf	NN	blood%1|blood%2	_	un	0:5
2	obtained	wf	VBN	obtain%2	_	un	6:14
3	from	wf	IN	from	_	ignore	15:19
4	the	wf	DT	the	_	ignore	20:23
5	_	glob|a	_	umbilical_cord%1	umbilical_cord%1:08:00::	auto	_
6	umbilical	cf|a	JJ	umbilical%1|umbilical%3	_	un	24:33
7	cord	cf|a	NN	cord%1|cord%2	_	un	34:38
8	at	wf	IN	at	_	ignore	39:41
9	birth	wf	NN	birth%1|birth%2	_	un	42:47

# text = a semisolid mass of coagulated red and white blood cells
# id = 05402333-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	semisolid	wf	JJ	semisolid%3	semisolid%5:00:00:solid:01	auto	2:11
3	mass	wf	NN	mass%1|mass%2|mass%3	_	un	12:16
4	of	wf	IN	of	_	ignore	17:19
5	coagulated	wf	JJ	coagulate%2|coagulated%3	coagulated%5:00:00:thick:02	man	20:30
6	_	glob|b	_	red_blood_cell%1	red_blood_cell%1:08:00::	man	_
7	red	cf|b	JJ	red%1|red%3	_	un	31:34
8	and	wf	CC	and	_	ignore	35:38
9	_	glob|a	_	white_blood_cell%1	white_blood_cell%1:08:00::	auto	_
10	white	cf|a	JJ	white%1|white%2|white%3	_	un	39:44
11	blood	cf|a|b	NN	blood%1|blood%2	_	un	45:50
12	cells	cf|a|b	NNS	cell%1	_	un	51:56

# text = an amber, watery fluid, rich in proteins, that separates out when blood coagulates
# id = 05403149-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	amber	wf	JJ	amber%1|amber%3	_	un	3:8
3	,	wf	punc	_	_	ignore	8:9
4	watery	wf	JJ	watery%3	watery%5:00:00:liquid:00	man	10:16
5	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	17:22
6	,	wf	punc	_	_	ignore	22:23
7	rich	wf	JJ	rich%1|rich%3	_	un	24:28
8	in	wf	IN	in	_	ignore	29:31
9	proteins	wf	NNS	protein%1	protein%1:27:00::	auto	32:40
10	,	wf	punc	_	_	ignore	40:41
11	that	wf	WDT	that	_	ignore	42:46
12	separates	wf	VBZ	separate%1|separate%2	_	un	47:56
13	out	wf	RB	out%1|out%2|out%3|out%4	_	un	57:60
14	when	wf	WRB	when	_	ignore	61:65
15	blood	wf	NN	blood%1|blood%2	_	un	66:71
16	coagulates	wf	VBZ	coagulate%2	_	un	72:82

# text = flow of blood from the uterus; occurs at roughly monthly intervals during a woman's reproductive years
# id = 05402576-n-1
# type = def
1	flow	wf	NN	flow%1|flow%2	_	un	0:4
2	of	wf	IN	of	_	ignore	5:7
3	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	8:13
4	from	wf	IN	from	_	ignore	14:18
5	the	wf	DT	the	_	ignore	19:22
6	uterus	wf	NN	uterus%1	uterus%1:08:00::	auto	23:29
7	;	wf	punc	_	_	ignore	29:30
8	occurs	wf	VBZ	occur%2	_	un	31:37
9	at	wf	IN	at	_	ignore	38:40
10	roughly	wf	RB	roughly%4	roughly%4:02:00::	man	41:48
11	monthly	wf	JJ	monthly%1|monthly%3|monthly%4	_	un	49:56
12	intervals	wf	NNS	interval%1	interval%1:28:00::	man	57:66
13	during	wf	IN	during	_	ignore	67:73
14	a	wf	DT	a	_	ignore	74:75
15	woman's	wf	NN	woman%1	woman%1:18:00::	man	76:83
16	reproductive	wf	JJ	reproductive%3	reproductive%5:00:00:fruitful:00	auto	84:96
17	years	wf	NNS	year%1|years%1	years%1:28:01::	man	97:102

# text = blood serum containing antibodies against specific antigens; provides immunity to a disease
# id = 05403702-n-1
# type = def
1	_	glob|a	_	blood_serum%1	blood_serum%1:08:00::	auto	_
2	blood	cf|a	NN	blood%1|blood%2	_	un	0:5
3	serum	cf|a	NN	serum%1	_	un	6:11
4	containing	wf	VBG	contain%2	_	un	12:22
5	antibodies	wf	NNS	antibody%1	antibody%1:27:00::	auto	23:33
6	against	wf	IN	against	_	ignore	34:41
7	specific	wf	JJ	specific%1|specific%3	_	un	42:50
8	antigens	wf	NNS	antigen%1	antigen%1:27:00::	auto	51:59
9	;	wf	punc	_	_	ignore	59:60
10	provides	wf	VBZ	provide%2	_	un	61:69
11	immunity	wf	NN	immunity%1	immunity%1:26:01::	man	70:78
12	to	wf	TO	to	_	ignore	79:81
13	a	wf	DT	a	_	ignore	82:83
14	disease	wf	NN	disease%1	disease%1:26:00::	auto	84:91

# text = blood found in the veins; 
# id = 05402788-n-1
# type = def
1	blood	wf	NN	blood%1|blood%2	blood%1:08:00::	man	0:5
2	found	wf	VBN	found%1|find%2|found%2|found%3	_	un	6:11
3	in	wf	IN	in	_	ignore	12:14
4	the	wf	DT	the	_	ignore	15:18
5	veins	wf	NNS	vein%1|vein%2	vein%1:08:00::	man	19:24
6	;	wf	punc	_	_	ignore	24:25

# text = except in the pulmonary vein venous blood is rich in carbon dioxide and poor in oxygen
# id = 05402788-n-2
# type = ex
1	except	wf	_	except%2	_	un	0:6
2	in	wf	_	in	_	ignore	7:9
3	the	wf	_	the	_	ignore	10:13
4	pulmonary	wf	_	pulmonary%3	_	un	14:23
5	vein	wf	_	vein%1|vein%2	_	un	24:28
6	_	glob|a	_	venous_blood%1	venous_blood%1:08:00::	auto	_
7	venous	cf|a	_	venous%3	_	un	29:35
8	blood	cf|a	_	blood%1|blood%2	_	un	36:41
9	is	wf	_	i%1|be%2	_	un	42:44
10	rich	wf	_	rich%1|rich%3	_	un	45:49
11	in	wf	_	in	_	ignore	50:52
12	carbon	wf	_	carbon%1	_	un	53:59
13	dioxide	wf	_	dioxide%1	_	un	60:67
14	and	wf	_	and	_	ignore	68:71
15	poor	wf	_	poor%1|poor%3	_	un	72:76
16	in	wf	_	in	_	ignore	77:79
17	oxygen	wf	_	oxygen%1	_	un	80:86

# text = dark protective fluid ejected into the water by cuttlefish and other cephalopods
# id = 05404598-n-1
# type = def
1	dark	wf	JJ	dark%1|dark%3	dark%3:00:02::	man	0:4
2	protective	wf	JJ	protective%3	_	un	5:15
3	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	16:21
4	ejected	wf	VBN	eject%2	_	un	22:29
5	into	wf	IN	into	_	ignore	30:34
6	the	wf	DT	the	_	ignore	35:38
7	water	wf	NN	water%1|water%2	water%1:27:00::	man	39:44
8	by	wf	IN	by	_	ignore	45:47
9	cuttlefish	wf	NN	cuttlefish%1	cuttlefish%1:05:00::	auto	48:58
10	and	wf	CC	and	_	ignore	59:62
11	other	wf	JJ	other%3	_	un	63:68
12	cephalopods	wf	NNS	cephalopod%1	cephalopod%1:05:00::	man	69:80

# text = a milky fluid consisting of lymph and emulsified fats; formed in the small intestine during digestion of ingested fats
# id = 05403849-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	milky	wf	JJ	milky%3	milky%5:00:00:opaque:00	auto	2:7
3	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	8:13
4	consisting	wf	VBG	consist%2	_	un	14:24
5	of	wf	IN	of	_	ignore	25:27
6	lymph	wf	NN	lymph%1	lymph%1:08:00::	auto	28:33
7	and	wf	CC	and	_	ignore	34:37
8	emulsified	wf	VBN	emulsify%2	_	un	38:48
9	fats	wf	NNS	fat%1|fat%2	fat%1:08:00::	man	49:53
10	;	wf	punc	_	_	ignore	53:54
11	formed	wf	VBN	form%2|formed%3	form%2:42:00::	man	55:61
12	in	wf	IN	in	_	ignore	62:64
13	the	wf	DT	the	_	ignore	65:68
14	_	glob|a	_	small_intestine%1	small_intestine%1:08:00::	auto	_
15	small	cf|a	JJ	small%1|small%3|small%4	_	un	69:74
16	intestine	cf|a	NN	intestine%1	_	un	75:84
17	during	wf	IN	during	_	ignore	85:91
18	digestion	wf	NN	digestion%1	digestion%1:22:00::	man	92:101
19	of	wf	IN	of	_	ignore	102:104
20	ingested	wf	VB	ingest%2	ingest%2:34:00::	man	105:113
21	fats	wf	NNS	fat%1|fat%2	fat%1:27:00::	man	114:118

# text = the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; 
# id = 05399847-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	fluid	wf	NN	fluid%1|fluid%3	fluid%1:27:02::	man	4:9
3	(	wf	punc	_	_	ignore	10:11
4	red	wf	JJ	red%1|red%3	_	un	11:14
5	in	wf	IN	in	_	ignore	15:17
6	vertebrates	wf	NNS	vertebrate%1	_	un	18:29
7	)	wf	punc	_	_	ignore	29:30
8	that	wf	WDT	that	_	ignore	31:35
9	is	wf	VBZ	i%1|be%2	_	un	36:38
10	pumped	wf	JJ	pump%2|pumped%3	pump%2:33:00::	man	39:45
11	through	wf	IN	through%3|through%4	_	un	46:53
