# text = neotenic development
# id = 02768421-a-2
# type = ex
1	neotenic	wf	_	neotenic%3	neotenic%3:01:00::	auto	0:8
6	embedded	wf	VBN	embed%2|embedded%3	embed%2:35:00::	man	31:39
7	with	wf	IN	with	_	ignore	40:44
8	long	wf	JJ	long%2|long%3|long%4	long%3:00:01::	man	45:49
9	slender	wf	JJ	slender%3	_	un	50:57
10	fragments	wf	NNS	fragment%1|fragment%2	fragment%1:17:01::	man	58:67
11	of	wf	IN	of	_	ignore	68:70
12	(	wf	punc	_	_	ignore	71:72
13	especially	wf	RB	especially%4	especially%4:02:00::	man	72:82
14	)	wf	punc	_	_	ignore	82:83
15	wood	wf	NN	wood%1	wood%1:27:00::	man	84:88
16	having	wf	VBG	have%2	_	un	89:95
17	sharp	wf	JJ	sharp%1|sharp%3|sharp%4	_	un	96:101
18	points	wf	NNS	point%1|point%2	point%1:25:00::	man	102:108
19	;	wf	punc	_	_	ignore	108:109

# text = a rough splintery floor of old pine boards
# id = 02801349-a-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	rough	wf	_	rough%1|rough%2|rough%3|rough%4	_	un	2:7
3	splintery	wf	_	splintery%3	splintery%3:01:00::	auto	8:17
4	floor	wf	_	floor%1|floor%2	_	un	18:23
5	of	wf	_	of	_	ignore	24:26
6	old	wf	_	old%1|old%3	_	un	27:30
7	pine	wf	_	pine%1|pine%2	_	un	31:35
8	boards	wf	_	board%1|boards%1|board%2	_	un	36:42

# text = relating to or created by statutes; 
# id = 02802848-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	created	wf	VBN	create%2	create%2:36:00::	man	15:22
5	by	wf	IN	by	_	ignore	23:25
6	statutes	wf	NNS	statute%1	statute%1:10:00::	man	26:34
7	;	wf	punc	_	_	ignore	34:35

# text = statutory matters
# id = 02802848-a-2
# type = ex
1	statutory	wf	_	statutory%3	statutory%3:01:00::	auto	0:9
2	matters	wf	_	matter%1|matter%2	_	un	10:17

# text = statutory law
# id = 02802848-a-3
# type = ex
1	statutory	wf	_	statutory%3	statutory%3:01:00::	auto	0:9
2	law	wf	_	law%1	_	un	10:13

# text = between or among stars; 
# id = 02803150-a-1
# type = def
1	between	wf	IN	between%4	_	un	0:7
2	or	wf	CC	or	_	ignore	8:10
3	among	wf	IN	among	_	ignore	11:16
4	stars	wf	NNS	star%1|star%2	star%1:17:00::	man	17:22
5	;	wf	punc	_	_	ignore	22:23

# text = the density of hydrogen in interplanetary and interstellar space
# id = 02803150-a-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	density	wf	_	density%1	_	un	4:11
3	of	wf	_	of	_	ignore	12:14
4	hydrogen	wf	_	hydrogen%1	_	un	15:23
5	in	wf	_	in	_	ignore	24:26
6	interplanetary	wf	_	interplanetary%3	_	un	27:41
7	and	wf	_	and	_	ignore	42:45
8	interstellar	wf	_	interstellar%3	interstellar%3:01:00::	auto	46:58
9	space	wf	_	space%1|space%2	_	un	59:64

# text = beneath the tongue
# id = 02804515-a-1
# type = def
1	beneath	wf	IN	beneath%4	_	un	0:7
2	the	wf	DT	the	_	ignore	8:11
3	tongue	wf	NN	tongue%1|tongue%2	tongue%1:08:00::	man	12:18

# text = of or relating to steroid hormones or their effects
# id = 02803579-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	_	glob|a	_	steroid_hormone%1	steroid_hormone%1:27:00::	auto	_
6	steroid	cf|a	NN	steroid%1	_	un	18:25
7	hormones	cf|a	NNS	hormone%1	_	un	26:34
8	or	wf	CC	or	_	ignore	35:37
9	their	wf	PRP$	their	_	ignore	38:43
10	effects	wf	NNS	effect%1|effects%1|effect%2	_	un	44:51

# text = of or relating to data stored in separate databases; 
# id = 02803986-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	data	wf	NNS	data%1|datum%1	_	un	18:22
6	stored	wf	VBN	store%2	store%2:40:00::	man	23:29
7	in	wf	IN	in	_	ignore	30:32
8	separate	wf	JJ	separate%1|separate%2|separate%3	separate%3:00:00::	man	33:41
9	databases	wf	NNS	database%1	database%1:10:00::	auto	42:51
10	;	wf	punc	_	_	ignore	51:52

# text = stovepiped information
# id = 02803986-a-2
# type = ex
1	stovepiped	wf	_	stovepiped%3	stovepiped%3:01:00::	auto	0:10
2	information	wf	_	information%1	_	un	11:22

# text = not steroidal or not having the effects of steroid hormones
# id = 02803740-a-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	steroidal	wf	JJ	steroidal%3	steroidal%3:01:00::	auto	4:13
3	or	wf	CC	or	_	ignore	14:16
4	not	wf	RB	not%4	not%4:02:00::	auto	17:20
5	having	wf	VBG	have%2	_	un	21:27
6	the	wf	DT	the	_	ignore	28:31
7	effects	wf	NNS	effect%1|effects%1|effect%2	_	un	32:39
8	of	wf	IN	of	_	ignore	40:42
9	_	glob|a	_	steroid_hormone%1	steroid_hormone%1:27:00::	auto	_
10	steroid	cf|a	NN	steroid%1	_	un	43:50
11	hormones	cf|a	NNS	hormone%1	_	un	51:59

# text = of or relating to latitudes just south of the Arctic Circle
# id = 02804139-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	latitudes	wf	NNS	latitude%1	latitude%1:15:00::|latitude%1:15:01::	man	18:27
6	just	wf	RB	just%3|just%4	_	un	28:32
7	south	wf	RB	south%1|south%3|south%4	south%4:02:00::	man	33:38
8	of	wf	IN	of	_	ignore	39:41
9	the	wf	DT	the	_	ignore	42:45
10	_	glob|a	_	Arctic_Circle%1	arctic_circle%1:15:00::	auto	_
11	Arctic	cf|a	NNP	Arctic%1|Arctic%3	_	un	46:52
12	Circle	cf|a	NNP	Circle	_	un	53:59

# text = being or relating to or resembling or emanating from stars; 
# id = 02802976-a-1
# type = def
1	being	wf	VBG	being%1|be%2	_	un	0:5
2	or	wf	CC	or	_	ignore	6:8
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	9:17
4	to	wf	IN	to	_	ignore	18:20
5	or	wf	CC	or	_	ignore	21:23
6	resembling	wf	VBG	resemble%2	resemble%2:42:00::	auto	24:34
7	or	wf	CC	or	_	ignore	35:37
8	emanating	wf	VBG	emanate%2	emanate%2:30:00::	man	38:47
9	from	wf	IN	from	_	ignore	48:52
10	stars	wf	NNS	star%1|star%2	star%1:17:00::	man	53:58
11	;	wf	punc	_	_	ignore	58:59

# text = an astral body
# id = 02802976-a-2
# type = ex
1	an	wf	_	an	_	ignore	0:2
2	astral	wf	_	astral%3	astral%3:01:00::	auto	3:9
3	body	wf	_	body%1|body%2	_	un	10:14

# text = stellar light
# id = 02802976-a-3
# type = ex
1	stellar	wf	_	stellar%3	stellar%3:01:00::	auto	0:7
2	light	wf	_	light%1|light%2|light%3|light%4	_	un	8:13

# text = of or relating to or being or involving nerve centers below the cerebral cortex
# id = 02804254-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	being	wf	VBG	being%1|be%2	_	un	21:26
7	or	wf	CC	or	_	ignore	27:29
8	involving	wf	VBG	involve%2	_	un	30:39
9	_	glob|b	_	nerve_center%1	nerve_center%1:08:00::	man	_
10	nerve	cf|b	NN	nerve%1|nerve%2	_	un	40:45
11	centers	cf|b	NNS	center%1|center%2	_	un	46:53
12	below	wf	IN	below%4	_	un	54:59
13	the	wf	DT	the	_	ignore	60:63
14	_	glob|a	_	cerebral_cortex%1	cerebral_cortex%1:08:00::	auto	_
15	cerebral	cf|a	JJ	cerebral%3	_	un	64:72
16	cortex	cf|a	NN	cortex%1	_	un	73:79

# text = relating to or used in sports; 
# id = 02801839-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	used	wf	VBN	use%2|used%3	_	un	15:19
5	in	wf	IN	in	_	ignore	20:22
6	sports	wf	NNS	sport%1|sport%2	sport%1:04:00::	man	23:29
7	;	wf	punc	_	_	ignore	29:30

# text = sporting events
# id = 02801839-a-2
# type = ex
1	sporting	wf	_	sport%2|sporting%3	sporting%3:01:00::	auto	0:8
2	events	wf	_	event%1	_	un	9:15

# text = sporting equipment
# id = 02801839-a-3
# type = ex
1	sporting	wf	_	sport%2|sporting%3	sporting%3:01:00::	auto	0:8
2	equipment	wf	_	equipment%1	_	un	9:18

# text = relating to or characterized by suppuration
# id = 02805735-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	characterized	wf	VBN	characterize%2	_	un	15:28
5	by	wf	IN	by	_	ignore	29:31
6	suppuration	wf	NN	suppuration%1	suppuration%1:22:00::	man	32:43

# text = of or relating to or situated in the region south of the Sahara Desert
# id = 02804777-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	situated	wf	VBN	situate%2|situated%3	situate%2:42:00::	man	21:29
7	in	wf	IN	in	_	ignore	30:32
8	the	wf	DT	the	_	ignore	33:36
9	region	wf	NN	region%1	region%1:15:01::|region%1:15:00::	man	37:43
10	south	wf	NN	south%1|south%3|south%4	south%4:02:00::	man	44:49
11	of	wf	IN	of	_	ignore	50:52
12	the	wf	DT	the	_	ignore	53:56
13	_	glob|a	_	Sahara_Desert%1	sahara_desert%1:15:00::	auto	_
14	Sahara	cf|a	NNP	Sahara%1	_	un	57:63
15	Desert	cf|a	NNP	Desert	_	un	64:70

# text = capable of being sustained
# id = 02806261-a-1
# type = def
1	capable	wf	JJ	capable%3	capable%3:00:00::	man	0:7
2	of	wf	IN	of	_	ignore	8:10
3	being	wf	VBG	being%1|be%2	_	un	11:16
4	sustained	wf	VBN	sustain%2|sustained%3	_	un	17:26

# text = of or relating to the Sufis or to Sufism
# id = 02805039-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	TO	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	Sufis	wf	NNP	Sufi%1	sufi%1:18:00::	man	22:27
7	or	wf	CC	or	_	ignore	28:30
8	to	wf	IN	to	_	ignore	31:33
9	Sufism	wf	NNP	Sufism%1	sufism%1:09:00::	auto	34:40

# text = adapted for sucking or clinging by suction
# id = 02804905-a-1
# type = def
1	adapted	wf	VBN	adapt%2|adapted%3	_	un	0:7
2	for	wf	IN	for	_	ignore	8:11
3	sucking	wf	NN	sucking%1|suck%2	suck%2:34:04::	man	12:19
4	or	wf	CC	or	_	ignore	20:22
5	clinging	wf	VBG	cling%2	cling%2:35:02::	man	23:31
6	by	wf	IN	by	_	ignore	32:34
7	suction	wf	NN	suction%1|suction%2	suction%1:04:00::	man	35:42

# text = below the dura mater but above the arachnoid membrane of the meninges
# id = 02804391-a-1
# type = def
1	below	wf	IN	below%4	_	un	0:5
2	the	wf	DT	the	_	ignore	6:9
3	_	glob|b	_	dura_mater%1	dura_mater%1:08:00::	auto	_
4	dura	cf|b	NN	dura%1	_	un	10:14
5	mater	cf|b	NN	mater%1	_	un	15:20
6	but	wf	CC	but	_	ignore	21:24
7	above	wf	IN	above%1|above%3|above%4	_	un	25:30
8	the	wf	DT	the	_	ignore	31:34
9	_	glob|a	_	arachnoid_membrane%1	arachnoid_membrane%1:08:00::	auto	_
10	arachnoid	cf|a	JJ	arachnoid%1|arachnoid%3	_	un	35:44
11	membrane	cf|a	NN	membrane%1	_	un	45:53
12	of	wf	IN	of	_	ignore	54:56
13	the	wf	DT	the	_	ignore	57:60
14	meninges	wf	NNS	meninges%1	meninges%1:08:00::	auto	61:69

# text = of or relating to ancient Sumer or its inhabitants
# id = 02805331-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	TO	to	_	ignore	15:17
5	ancient	wf	JJ	ancient%1|ancient%3	ancient%5:00:00:past:00	man	18:25
6	Sumer	wf	NNP	Sumer%1	sumer%1:15:00::	auto	26:31
7	or	wf	CC	or	_	ignore	32:34
8	its	wf	PRP$	its	_	ignore	35:38
9	inhabitants	wf	NNS	inhabitant%1	inhabitant%1:18:00::	auto	39:50

# text = relating to or characteristic of or situated in suburbs; 
# id = 02804590-a-1
# type = def
1	relating	wf	VBG	relate%2	_	un	0:8
2	to	wf	TO	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	characteristic	wf	JJ	characteristic%1|characteristic%3	characteristic%3:00:00::	man	15:29
5	of	wf	IN	of	_	ignore	30:32
6	or	wf	CC	or	_	ignore	33:35
7	situated	wf	VBN	situate%2|situated%3	situate%2:42:00::	man	36:44
8	in	wf	IN	in	_	ignore	45:47
9	suburbs	wf	NNS	suburb%1	suburb%1:15:00::	auto	48:55
10	;	wf	punc	_	_	ignore	55:56

# text = suburban population
# id = 02804590-a-2
# type = ex
1	suburban	wf	_	suburban%3	suburban%3:01:00::	auto	0:8
2	population	wf	_	population%1	_	un	9:19

# text = located or occurring above the eye socket
# id = 02805966-a-1
# type = def
1	located	wf	VBN	locate%2|located%3	_	un	0:7
2	or	wf	CC	or	_	ignore	8:10
3	occurring	wf	VBG	occur%2	_	un	11:20
4	above	wf	IN	above%1|above%3|above%4	_	un	21:26
5	the	wf	DT	the	_	ignore	27:30
6	_	glob|a	_	eye_socket%1	eye_socket%1:08:00::	auto	_
7	eye	cf|a	NN	eye%1|eye%2	_	un	31:34
8	socket	cf|a	NN	socket%1	_	un	35:41

# text = serving to sustain or support; 
# id = 02806435-a-1
# type = def
1	serving	wf	VBG	serving%1|serve%2	_	un	0:7
2	to	wf	TO	to	_	ignore	8:10
3	sustain	wf	VB	sustain%2	_	un	11:18
4	or	wf	CC	or	_	ignore	19:21
5	support	wf	VB	support%1|support%2	support%2:35:00::	man	22:29
6	;	wf	punc	_	_	ignore	29:30

# text = sustentacular cells
# id = 02806435-a-2
# type = ex
1	sustentacular	wf	_	sustentacular%3	sustentacular%3:01:00::	auto	0:13
2	cells	wf	_	cell%1	_	un	14:19

# text = using symbolism; 
# id = 02807163-a-1
# type = def
1	using	wf	VBG	using%1|use%2	_	un	0:5
2	symbolism	wf	NN	symbolism%1	symbolism%1:04:00::	man	6:15
3	;	wf	punc	_	_	ignore	15:16

# text = symbolic art
# id = 02807163-a-2
# type = ex
1	symbolic	wf	_	symbolic%3	symbolic%3:01:01::	auto	0:8
2	art	wf	_	art%1	_	un	9:12

# text = of or related to or containing sulfur or derived from sulfur
# id = 02805148-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	related	wf	VBN	relate%2|related%3	related%3:00:02::	man	6:13
4	to	wf	IN	to	_	ignore	14:16
5	or	wf	CC	or	_	ignore	17:19
6	containing	wf	VBG	contain%2	_	un	20:30
7	sulfur	wf	NN	sulfur%1|sulfur%2	sulfur%1:27:00::	man	31:37
8	or	wf	CC	or	_	ignore	38:40
9	derived	wf	VBN	derive%2|derived%3	derive%2:30:01::	man	41:48
10	from	wf	IN	from	_	ignore	49:53
11	sulfur	wf	NN	sulfur%1|sulfur%2	sulfur%1:27:00::	man	54:60

# text = not suppurative
# id = 02805872-a-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	suppurative	wf	JJ	suppurative%3	suppurative%3:01:00::	auto	4:15

# text = of or characterized by syncretism
# id = 02807478-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	characterized	wf	VBN	characterize%2	_	un	6:19
4	by	wf	IN	by	_	ignore	20:22
5	syncretism	wf	NN	syncretism%1	syncretism%1:26:00::	man	23:33

# text = consisting of or using a syllabary; 
# id = 02806565-a-1
# type = def
1	consisting	wf	VBG	consist%2	_	un	0:10
2	of	wf	IN	of	_	ignore	11:13
3	or	wf	CC	or	_	ignore	14:16
4	using	wf	VBG	using%1|use%2	_	un	17:22
5	a	wf	DT	a	_	ignore	23:24
6	syllabary	wf	NN	syllabary%1	syllabary%1:10:00::	auto	25:34
7	;	wf	punc	_	_	ignore	34:35

# text = eskimos of the eastern Arctic have a system of syllabic writing
# id = 02806565-a-2
# type = ex
1	eskimos	wf	_	eskimos	_	un	0:7
2	of	wf	_	of	_	ignore	8:10
3	the	wf	_	the	_	ignore	11:14
4	eastern	wf	_	eastern%3	_	un	15:22
5	Arctic	wf	_	Arctic%1|Arctic%3	_	un	23:29
6	have	wf	_	have%1|have%2	_	un	30:34
7	a	wf	_	a	_	ignore	35:36
8	system	wf	_	system%1	_	un	37:43
9	of	wf	_	of	_	ignore	44:46
10	syllabic	wf	_	syllabic%3	syllabic%3:01:00::	auto	47:55
11	writing	wf	_	writing%1|write%2	_	un	56:63

# text = relating to or secreting synovia
# id = 02808548-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	secreting	wf	VBG	secrete%2	secrete%2:29:00::	man	15:24
5	synovia	wf	NN	synovia%1	synovia%1:08:00::	auto	25:32

# text = of or relating to syllables; 
# id = 02806721-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	syllables	wf	NNS	syllable%1	syllable%1:10:00::	auto	18:27
6	;	wf	punc	_	_	ignore	27:28

# text = syllabic accent
# id = 02806721-a-2
# type = ex
1	syllabic	wf	_	syllabic%3	syllabic%3:01:01::	auto	0:8
2	accent	wf	_	accent%1|accent%2	_	un	9:15

# text = syllabic characters each represent a syllable
# id = 02806721-a-3
# type = ex
1	syllabic	wf	_	syllabic%3	syllabic%3:01:01::	auto	0:8
2	characters	wf	_	character%1|character%2	_	un	9:19
3	each	wf	_	each	_	ignore	20:24
4	represent	wf	_	represent%2	_	un	25:34
5	a	wf	_	a	_	ignore	35:36
6	syllable	wf	_	syllable%1	_	un	37:45

# text = of or relating to Tasmania
# id = 02809010-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	Tasmania	wf	NNP	Tasmania%1	tasmania%1:15:00::	man	18:26

# text = pertaining to or occurring on or near the earth's surface; 
# id = 02806098-a-1
# type = def
1	pertaining	wf	VBG	pertain%2	pertain%2:42:01::	man	0:10
2	to	wf	IN	to	_	ignore	11:13
3	or	wf	CC	or	_	ignore	14:16
4	occurring	wf	VBG	occur%2	_	un	17:26
5	on	wf	IN	on	_	ignore	27:29
6	or	wf	CC	or	_	ignore	30:32
7	near	wf	IN	near%2|near%3|near%4	near%3:00:00::	man	33:37
8	the	wf	DT	the	_	ignore	38:41
9	_	glob|a	_	Earth's_surface%1	earth's_surface%1:17:00::	man	_
10	earth's	cf|a	NN	earth%1	_	un	42:49
11	surface	cf|a	NN	surface%1|surface%2|surface%3	_	un	50:57
12	;	wf	punc	_	_	ignore	57:58

# text = a surficial geologic deposit
# id = 02806098-a-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	surficial	wf	_	surficial%3	surficial%3:01:00::	auto	2:11
3	geologic	wf	_	geologic%3	_	un	12:20
4	deposit	wf	_	deposit%1|deposit%2	_	un	21:28

# text = of, affecting, or being on or near the surface; 
# id = 02805490-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	,	wf	punc	_	_	ignore	2:3
3	affecting	wf	JJ	affect%2|affecting%3	_	un	4:13
4	,	wf	punc	_	_	ignore	13:14
5	or	wf	CC	or	_	ignore	15:17
6	being	wf	VBG	being%1|be%2	_	un	18:23
7	on	wf	IN	on	_	ignore	24:26
8	or	wf	CC	or	_	ignore	27:29
9	near	wf	IN	near%2|near%3|near%4	_	un	30:34
10	the	wf	DT	the	_	ignore	35:38
11	surface	wf	NN	surface%1|surface%2|surface%3	_	un	39:46
12	;	wf	punc	_	_	ignore	46:47

# text = superficial measurements
# id = 02805490-a-2
# type = ex
1	superficial	wf	_	superficial%3	superficial%3:01:00::	auto	0:11
2	measurements	wf	_	measurement%1	_	un	12:24

# text = the superficial area of the wall
# id = 02805490-a-3
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	superficial	wf	_	superficial%3	superficial%3:01:00::	auto	4:15
3	area	wf	_	area%1	_	un	16:20
4	of	wf	_	of	_	ignore	21:23
5	the	wf	_	the	_	ignore	24:27
6	wall	wf	_	wall%1|wall%2	_	un	28:32

# text = a superficial wound
# id = 02805490-a-4
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	superficial	wf	_	superficial%3	superficial%3:01:00::	auto	2:13
3	wound	wf	_	wound%1|wind%2|wound%2|wound%3	_	un	14:19

# text = of or relating to or resembling a bull
# id = 02809128-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	resembling	wf	VBG	resemble%2	resemble%2:42:00::	auto	21:31
7	a	wf	DT	a	_	ignore	32:33
8	bull	wf	NN	bull%1|bull%2	bull%1:05:01::	man	34:38

# text = relating to or using or proceeding by means of symbols; 
# id = 02806907-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	using	wf	VBG	using%1|use%2	_	un	15:20
5	or	wf	CC	or	_	ignore	21:23
6	proceeding	wf	VBG	proceeding%1|proceed%2	proceed%2:42:00::	man	24:34
7	by	wf	IN	by	_	ignore	35:37
8	means	wf	NN	mean%1|means%1|mean%2	_	ignore	38:43
9	of	wf	IN	of	_	ignore	44:46
10	symbols	wf	NNS	symbol%1	symbol%1:10:00::	man	47:54
11	;	wf	punc	_	_	ignore	54:55

# text = symbolic logic
# id = 02806907-a-2
# type = ex
1	symbolic	wf	_	symbolic%3	symbolic%3:01:00::	auto	0:8
2	logic	wf	_	logic%1	_	un	9:14

# text = symbolic operations
# id = 02806907-a-3
# type = ex
1	symbolic	wf	_	symbolic%3	symbolic%3:01:00::	auto	0:8
2	operations	wf	_	operation%1|operations%1	_	un	9:19

# text = symbolic thinking
# id = 02806907-a-4
# type = ex
1	symbolic	wf	_	symbolic%3	symbolic%3:01:00::	auto	0:8
2	thinking	wf	_	thinking%1|think%2|thinking%3	_	un	9:17

# text = of or relating to or showing technophilia
# id = 02809492-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	showing	wf	VBG	showing%1|show%2	show%2:39:00::	man	21:28
7	technophilia	wf	NN	technophilia%1	technophilia%1:12:00::	auto	29:41

# text = relating to a historical tendency for a language to reduce its use of inflections; 
# id = 02807775-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	TO	to	_	ignore	9:11
3	a	wf	DT	a	_	ignore	12:13
4	historical	wf	JJ	historical%3	historical%3:00:04::	man	14:24
5	tendency	wf	NN	tendency%1	tendency%1:07:00::	man	25:33
6	for	wf	IN	for	_	ignore	34:37
7	a	wf	DT	a	_	ignore	38:39
8	language	wf	NN	language%1	language%1:10:00::	man	40:48
9	to	wf	TO	to	_	ignore	49:51
10	reduce	wf	VB	reduce%2	_	un	52:58
11	its	wf	PRP$	its	_	ignore	59:62
12	use	wf	NN	use%1|use%2	_	un	63:66
13	of	wf	IN	of	_	ignore	67:69
14	inflections	wf	NNS	inflection%1	inflection%1:24:00::	man	70:81
15	;	wf	punc	_	_	ignore	81:82

# text = modern English is a syncretic language
# id = 02807775-a-2
# type = ex
1	modern	wf	_	modern%1|modern%3	_	un	0:6
2	English	wf	_	English%1|English%3	_	un	7:14
3	is	wf	_	i%1|be%2	_	un	15:17
4	a	wf	_	a	_	ignore	18:19
5	syncretic	wf	_	syncretic%3	syncretic%3:01:01::	auto	20:29
6	language	wf	_	language%1	_	un	30:38

# text = presenting a summary or general view of a whole; 
# id = 02808380-a-1
# type = def
1	presenting	wf	VBG	present%2	_	un	0:10
2	a	wf	DT	a	_	ignore	11:12
3	summary	wf	JJ	summary%1|summary%3	summary%1:10:00::	man	13:20
4	or	wf	CC	or	_	ignore	21:23
5	general	wf	JJ	general%1|general%2|general%3	general%5:00:00:imprecise:00	man	24:31
6	view	wf	NN	view%1|view%2	view%1:09:02::	man	32:36
7	of	wf	IN	of	_	ignore	37:39
8	a	wf	DT	a	_	ignore	40:41
9	whole	wf	NN	whole%1|whole%3|whole%4	whole%1:09:00::	man	42:47
10	;	wf	punc	_	_	ignore	47:48

# text = a synoptic presentation of a physical theory
# id = 02808380-a-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	synoptic	wf	_	synoptic%3	synoptic%3:01:00::	auto	2:10
3	presentation	wf	_	presentation%1	_	un	11:23
4	of	wf	_	of	_	ignore	24:26
5	a	wf	_	a	_	ignore	27:28
6	physical	wf	_	physical%3	_	un	29:37
7	theory	wf	_	theory%1	_	un	38:44

# text = relating to or according to or affecting a symptom or symptoms; 
# id = 02807249-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	according	wf	VBG	accord%2|according%3	_	ignore	15:24
5	to	wf	IN	to	_	ignore	25:27
6	or	wf	CC	or	_	ignore	28:30
7	affecting	wf	VBG	affect%2|affecting%3	affect%2:29:00::	man	31:40
8	a	wf	DT	a	_	ignore	41:42
9	symptom	wf	NN	symptom%1	symptom%1:26:00::	man	43:50
10	or	wf	CC	or	_	ignore	51:53
11	symptoms	wf	NNS	symptom%1	symptom%1:26:00::	man	54:62
12	;	wf	punc	_	_	ignore	62:63

# text = symptomatic relief
# id = 02807249-a-2
# type = ex
1	symptomatic	wf	_	symptomatic%3	symptomatic%3:01:00::	auto	0:11
2	relief	wf	_	relief%1	_	un	12:18

# text = symptomatic treatment
# id = 02807249-a-3
# type = ex
1	symptomatic	wf	_	symptomatic%3	symptomatic%3:01:00::	auto	0:11
2	treatment	wf	_	treatment%1	_	un	12:21

# text = a symptomatic classification of diseases
# id = 02807249-a-4
# type = ex
1	a	wf	_	a	_	ignore	0:1
